arabinose_transporters	galactose_transporters	glucose_transporters	lactose_transporters	mannitol_transporters	mannose_transporters	polysia_transporters	sia_transporters	ribose_transporters	sucrose_transporters
A0A377ZHH6		A0A0F7N2I4	A0A9X7SU11		A0A2V4E2A7	A0A0S2F6U0		A0A806GHF8	
A0A377ZHL6		A0A0F7PW29	A0A9X8CPA4		A0A2V4E5C8	A0A0S2FUL3		A0A806GNJ5	
A0A378AA61		A0A0G0N8Q4	A0A9X8ZCU0		A0A2V4E6U2	A0A0S2FW66		A0A806J786	
A0A378AVD6		A0A0G0RPE0	A0A9X9EQ44		A0A2V4EC97	A0A0S2K8U2		A0A806JGT0	
A0A378AVE4		A0A0G0VVM0	A0AA34SFI2		A0A2V4EGM2	A0A0S2LXX9		A0A806L9V8	
A0A378AWA8		A0A0G1H7Z6	A0AA34YY29		A0A2V4EH68	A0A0S2MK34		A0A806LA00	
A0A378AXZ1		A0A0G1MQ89	A0AA37B9S0		A0A2V4F2C5	A0A0S2S6H4		A0A806P660	
A0A378BGN5		A0A0G1QNU8	A0AA37BA37		A0A2V7JHA8	A0A0S2SMB4		A0A806QCK5	
A0A378FXC5		A0A0G1SW97	A0AA37U290		A0A2V7NZW2	A0A0S2TG02		A0A806QEN9	
A0A378FXT1		A0A0G3AFS6	A0AA40J3C7		A0A2V7SYH1	A0A0S2UNR7		A0A806VGX5	
A0A378FZ64		A0A0G3AKL4	A0AA40JNM0		A0A2W0FX80	A0A0S2W550		A0A806VPV2	
A0A378FZD3		A0A0G3HEP7	A0AA40PVH7		A0A2W0LIX5	A0A0S3AIU9		A0A806VTP5	
A0A378G0F8		A0A0G3IR18	A0AA41UMB4		A0A2W0STL4	A0A0S3KG00		A0A806X1H6	
A0A378G0G9		A0A0G3IV28	A0AA41URB8		A0A2W0TKH4	A0A0S3TJI0		A0A806X4Q4	
A0A378G2Q5		A0A0G3S4F8	A0AA44VW89		A0A2W0VYD1	A0A0S3TL46		A0A806X6L7	
A0A378GIW2		A0A0G3XIC2	A0AA48KKC6		A0A2W3ZI09	A0A0S3TM67		A0A807EGK9	
A0A378GLN6		A0A0G4JR66	A0AA48M6D4		A0A2W4A7C0	A0A0S3TMK9		A0A807ELU7	
A0A378MG50		A0A0G4JXX5	A0AA50NVB2		A0A2W4JGX6	A0A0S3TT13		A0A807ER20	
A0A378N820		A0A0G4K9W3	A0AA86GEM9		A0A2W4JVL7	A0A0S3U1T4		A0A807EW02	
A0A378NWK2		A0A0G8BUG4	A0AA86HFR7		A0A2W4JZF0	A0A0S3U1V4		A0A807EX97	
A0A378P1M4		A0A0G8BWG8	A0AA86HWW3		A0A2W4QJ72	A0A0S3U294		A0A807FAE8	
A0A378TE29		A0A0G8DJR8	A0AA86JF02		A0A2W4TXK6	A0A0S3U5G2		A0A829I8V0	
A0A378XSX3		A0A0G8EGM1	A0AA87INK1		A0A2W5T638	A0A0S3U8N2		A0A829NEL1	
A0A379AGC2		A0A0G8EJ98	A0AA87LTE4		A0A2W5TFE0	A0A0S4HUV1		A0A829NM07	
A0A379B8B9		A0A0G8F7P7	A0AA87UTB2		A0A2W5V5V2	A0A0S4I5G0		A0A829WCP9	
A0A379C0A8		A0A0G8G657	A0AA87WL24		A0A2W5V888	A0A0S4LBJ1		A0A833FJF8	
A0A379CYU4		A0A0G9F8G0	A0AA89D9Z2		A0A2W6B3R3	A0A0S4LBY9		A0A833L9X9	
A0A379D3Z9		A0A0G9GM90	A0AA89FN03		A0A2W6P4X9	A0A0S4LDX1		A0A833P476	
A0A379DEY0		A0A0G9GSY7	A0AA89FRI9		A0A2W6PCL8	A0A0S4LHM0		A0A833TXP9	
A0A379I9M8		A0A0G9GUE4	A0AA89G0Z1		A0A2W6PI09	A0A0S4LI84		A0A836MBP5	
A0A379LRB7		A0A0G9L5K6	A0AA89GGN8		A0A2W6UAE5	A0A0S4QG27		A0A836MFK8	
A0A379Q5M2		A0A0G9L6F3	A0AA89GLV1		A0A2W6VAS7	A0A0S6UBN2		A0A836YZ69	
A0A379R0R7		A0A0G9L851	A0AA89GXN4		A0A2X2EEN7	A0A0S6VQ82		A0A837AFN4	
A0A380ALV5		A0A0G9LF18	A0AA89H1B5		A0A2X3SG44	A0A0S6VV13		A0A837B0W4	
A0A380AMX1		A0A0G9LLE7	A0AA89I5Q7		A0A2X3SI27	A0A0S6VWH7		A0A837B164	
A0A380BET8		A0A0G9LZF3	A0AA89L357		A0A2X4CB52	A0A0S6WAI4		A0A837D711	
A0A380FAW6		A0A0G9MNV0	A0AA89N5A4		A0A2X4T988	A0A0S7BFY4		A0A837F8B5	
A0A380M808		A0A0G9MVT6	A0AA89RRH7		A0A2X4T9S7	A0A0S7BG45		A0A837FAW9	
A0A380PQ49		A0A0H0XSU1	A0AA89S5V8		A0A2X4TI20	A0A0S7BIP5		A0A837FIT5	
A0A380PQH0		A0A0H0YJ95	A0AA89W5W0		A0A2X4TQ75	A0A0S7BMU2		A0A837H3Z5	
A0A380TPV4		A0A0H0YKA8	A0AA90U917		A0A2X4TTZ7	A0A0S7CXZ4		A0A837JSZ3	
A0A380TPZ5		A0A0H0YNT6	A0AA91FS28		A0A2X4TXD1	A0A0S7X5V6		A0A837KY26	
A0A381C643		A0A0H1RY06	A0AA91G4Z0		A0A2X4U1U2	A0A0S7X8K3		A0A837LII1	
A0A381H1T9		A0A0H2KQI3	A0AA91H207		A0A2Z2IYV8	A0A0S7XT61		A0A837RGI9	
A0A381H2C0		A0A0H2MML9	A0AA91ITJ7		A0A2Z3HDT8	A0A0S7Y2I1		A0A837RKK7	
A0A381H2Y7		A0A0H2WM10	A0AA91JYW1		A0A2Z3HHS0	A0A0S7YMS6		A0A837RKU6	
A0A381IJ33		A0A0H3AGM7	A0AA91L3A2		A0A2Z3HI52	A0A0S7ZLQ0		A0A837RMR2	
A0A385XXH2		A0A0H3G1T4	A0AA91UML9		A0A2Z3HI65	A0A0S7ZUX9		A0A837RNL9	
A0A387FT75		A0A0H3HYV3	A0AA91XG20		A0A2Z3HJ42	A0A0S8A5K2		A0A837URX4	
A0A387GXQ0		A0A0H3I3W7	A0AA91YLZ1		A0A2Z3HKR4	A0A0S8BJY0		A0A837V028	
A0A389M4P0		A0A0H3NE09	A0AA92A3E1		A0A2Z3HMA8	A0A0S8EGT6		A0A837VUB5	
A0A389MCM1		A0A0H3NKX8	A0AA92ARX4		A0A2Z3HMU5	A0A0S8F599		A0A837W2Q8	
A0A395KYW1		A0A0H3NW06	A0AA92BGC9		A0A2Z3HQ61	A0A0S8I7B2		A0A850R2I6	
A0A399PLS6		A0A0H3WY66	A0AA92CJW1		A0A2Z3HQD3	A0A0S8IHJ3		A0A852R128	
A0A3A3D2V5		A0A0H4BZK6	A0AA92KCS3		A0A2Z3HTA8	A0A0S8IM99		A0A853L5B6	
A0A3A5K452		A0A0H4CFH8	A0AA92KTT7		A0A2Z3HUJ0	A0A0S8IYQ2		A0A853SGZ7	
A0A3A6QSW1		A0A0H4KFF7	A0AA92N312		A0A2Z3R6J2	A0A0S8J9P8		A0A855MGY5	
A0A3A9KBS6		A0A0H4KRV1	A0AA93HM46		A0A2Z3RDH3	A0A0S8K0D8		A0A8D4NDB1	
A0A3A9KKX4		A0A0H4PD51	A0AA94U1P1		A0A2Z3TY19	A0A0S8KU02		A0A8E1RZB0	
A0A3B7CYX6		A0A0H4QIP6	A0AA94U8I2		A0A2Z3UNP4	A0A0S8ZL86		A0A8E1S178	
A0A3B8JC44		A0A0H4QJ50	A0AA94UPW1		A0A2Z3X9Q3	A0A0S9CNJ7		A0A8E1UXN7	
A0A3B8JCX7		A0A0H8M3T8	A0AA95ALK2		A0A2Z3XBQ4	A0A0S9CP31		A0A8E1V5C4	
A0A3B8YSJ8		A0A0I5IXG7	A0AA96F7D3		A0A2Z4PKU4	A0A0S9D7U2		A0A8E1V5D4	
A0A3B9WQ68		A0A0I9S6J8	A0AA96JB57		A0A2Z4VXW9	A0A0S9DDT5		A0A8H9J323	
A0A3C0BIZ4		A0A0I9S7F5	A0AA96VE94		A0A2Z5BYU3	A0A0S9DK63		A0A8J3EJ87	
A0A3C0BJ55		A0A0I9TI14	A2C9Z0		A0A2Z5C5P3	A0A0S9DYZ7		A0A8S0FJX2	
A0A3D0EKN2		A0A0J0V8Q4	A3Z6Z4		A0A2Z5FY55	A0A0S9F0R5		A0A8X8DQB0	
A0A3D1FH26		A0A0J1D3G3	A4CUP2		A0A2Z5G0D7	A0A0S9KGJ6		A0A8X8J2X0	
A0A3D1FH72		A0A0J1GR29	A8FDW2		A0A2Z5G449	A0A0S9KMH4		A0A916SIP9	
A0A3D2B2I4		A0A0J1H9K1	D6B4G6		A0A2Z5M7R8	A0A0S9NIY8		A0A917QVI1	
A0A3D2B4G4		A0A0J1HWD9	F9PAT9		A0A2Z6BM27	A0A0S9NLJ0		A0A918WJU1	
A0A3D3BIR2		A0A0J1HXZ7	F9T9Q0		A0A2Z6BSM3	A0A0S9PDF3		A0A919PKZ3	
A0A3D3FQW1		A0A0J2B9L5	G2ZV60		A0A315GSV9	A0A0S9PFG3		A0A921GZB7	
A0A3D3FRN3		A0A0J2K9E2	G3A7P6		A0A315GTD6	A0A0S9PSF3		A0A922NYE0	
A0A3D4N7M7		A0A0J5GVX1	G8LD99		A0A315GUD9	A0A0S9Q3D9		A0A922NYP0	
A0A3D4N7Q4		A0A0J5GZ44	G8LGQ9		A0A315GXG0	A0A0S9QH45		A0A940V8P1	
A0A3D4ZKF5		A0A0J5KWU6	K0ZUL4		A0A315GXN8	A0A0S9QH76		A0A940VG82	
A0A3D4ZL08		A0A0J5P779	K0ZZT3		A0A316L3Z6	A0A0S9QS18		A0A941VMP5	
A0A3D5MVB7		A0A0J5S1H8	K2NPP9		A0A316L9B0	A0A0S9QT17		A0A9D5HX33	
A0A3D5MXD4		A0A0J5T609	K2Q7P7		A0A316LB32	A0A0S9R5A7		A0A9D5I1B7	
A0A3D8JQ29		A0A0J5T7Y2	L5N728		A0A316M215	A0A0T0MD21		A0A9D9LDL2	
A0A3D8JWW1		A0A0J5VGH7	L5N829		A0A316P8F7	A0A0T1Q6V2		A0A9D9LFF9	
A0A3D8PZ84		A0A0J6D112	L5N935		A0A316RTM5	A0A0T1QIT7		A0A9D9TMD2	
A0A3D8PZQ2		A0A0J6ED19	N4W6Y8		A0A316RUF7	A0A0T1SCX1		A0A9P1KVL2	
A0A3D9EG20		A0A0J6H5C3	N4W9P0		A0A316RUH5	A0A0T1SGE9		A0A9P1KVV2	
A0A3D9MDQ1		A0A0J6HV79	N4WII9		A0A316RUM1	A0A0T1UAB3		A0A9P1P2U7	
A0A3D9MQQ5		A0A0J6IWE7	Q05T40		A0A316S0S2	A0A0T1UMK0		A0A9P1P375	
A0A3E0CND1		A0A0J6KVM4	Q24YT3		A0A317KEJ1	A0A0T1WDS4		A0A9P1P6M7	
A0A3E0CPJ7		A0A0J6KXD0	Q48623		A0A317KM10	A0A0T1XHJ9		A0A9P1P6Y9	
A0A3E0QSB4		A0A0J6L3M1	Q48625		A0A317KZJ5	A0A0T2I9Y0		A0A9P1P739	
A0A3E1BEH5		A0A0J6Q3H8	Q48626		A0A317TDV7	A0A0T2IIV5		A0A9P1PZA7	
A0A3E2KYP2		A0A0J6VC10	Q48627		A0A317TGV1	A0A0T2IKF8		A0A9P2XQ77	
A0A3E2YJ38		A0A0J6XRC7	Q5IY20		A0A317TM23	A0A0T2KRJ1		A0A9P2XR13	
A0A3F3BNG2		A0A0J7EV91	Q7V7S0		A0A317UDC4	A0A0T2KS34		A0A9P3ZFY3	
A0A3F3S0X9		A0A0J7XNG0	R4Z993		A0A317YL18	A0A0T5NY53		A0A9Q1ZBT6	
A0A3F3S2C8		A0A0J7XY45	S4YJ59		A0A317YS19	A0A0T5P8X9		A0A9Q1ZDH8	
A0A3F3S6L6		A0A0J8C015	S4YNC0		A0A317YTT2	A0A0T5PDZ5		A0A9Q2YJ07	
A0A3G2FD72		A0A0J8G1A5	S4ZJC2		A0A317ZAJ9	A0A0T5VPN6		A0A9Q4D606	
A0A3G2IAR3		A0A0J8U8P3	S7XF06		A0A317ZBZ0	A0A0T5YZ61		A0A9Q4YCL1	
A0A3G3H1H8		A0A0J8VDH2	S9R7P1		A0A318F707	A0A0T5ZP76		A0A9Q5EV31	
A0A3G3LJU2		A0A0J8VLB4	T0TKD4		A0A318MRG1	A0A0T6ASP0		A0A9Q5HLC1	
A0A3G4V5S9		A0A0J8WUR1	T0ULN0		A0A318MUP0	A0A0T6BKT5		A0A9Q5JH18	
A0A3G5KSZ2		A0A0K0G8X3	T0VG25		A0A318P6P4	A0A0T6LQ23		A0A9Q5P2W2	
A0A3G7JNN6		A0A0K0GCJ3	T0VGM3		A0A323TY13	A0A0T6USD4		A0A9Q5R5C7	
A0A3G7TW89		A0A0K0HR94	T5HJV3		A0A323V6Z9	A0A0T6XGY5		A0A9Q5Z4P0	
A0A3G7U6F8		A0A0K0QID9	U2NUE8		A0A328BWH1	A0A0T6ZN10		A0A9Q8E6K9	
A0A3G7UC59		A0A0K0XCS4	U7QXW4		A0A328C344	A0A0T7BPE8		A0A9Q8E6Z0	
A0A3G7UQ54		A0A0K0XCX1	V6Z082		A0A328KNE2	A0A0T7BUC2		A0A9Q8E706	
A0A3G7UTW0		A0A0K0XGD2	V7EQ09		A0A328V9Z1	A0A0T7BY16		A0A9Q8E7Q0	
A0A3G7WY27		A0A0K1F0E4	V7I0U7		A0A328WBB8	A0A0T7BZX4		A0A9Q8E8Y9	
A0A3G7X3K4		A0A0K1FCU4	V7ZPA7		A0A329HB39	A0A0T7CL66		A0A9Q8IM40	
A0A3G7YAR0		A0A0K1N438	V7ZQF7		A0A329P019	A0A0T7Z3K3		A0A9Q8MU72	
A0A3G7YGU0		A0A0K1NNE4	V7ZQQ1		A0A329TPN6	A0A0T8TI43		A0A9Q8Q2G4	
A0A3G8C919		A0A0K1QM69	V8ARA9		A0A329TZ44	A0A0T8U5F1		A0A9Q9SHN3	
A0A3G8CD54		A0A0K2F3B3	V8I5A5		A0A329VFQ1	A0A0T9LWG6		A0A9W3L365	
A0A3G9GMG5		A0A0K2F5F3	V8ICW0		A0A329WHF6	A0A0T9M9F1		A0A9W3Q0U8	
A0A3I8FPA5		A0A0K2FA89	V9VX86		A0A329WJ77	A0A0T9NC26		A0A9W3Q1B2	
A0A3K0W5T8		A0A0K2JCE9	W0BP52		A0A329WNQ2	A0A0T9PPA3		A0A9W3Q1U9	
A0A3L0W0Q7		A0A0K2L9D9	W2EX07		A0A329XCT6	A0A0T9T2T1		A0A9W3R3Y9	
A0A3L8CVB5		A0A0K2LC92	W7SAU3		A0A329XLM5	A0A0T9TDY9		A0A9W3R738	
A0A3M2HU49		A0A0K2M765	W7V9P4		A0A330DH01	A0A0T9UZB2		A0A9W3RNG0	
A0A3M2U6M2		A0A0K2M7H2	W9BJR3		A0A331Q662	A0A0U0CYK0		A0A9W3RW31	
A0A3M2V2C3		A0A0K2M7Q2	X6L499		A0A343J9Y9	A0A0U0EQ85		A0A9W3WE65	
A0A3M2W4F0		A0A0K2M8F5	X7EJJ1		A0A343JCJ6	A0A0U0N152		A0A9W5J8J8	
A0A3M2XKT0		A0A0K2M8J0	X7F762		A0A343JCJ9	A0A0U0W8X7		A0A9W5N834	
A0A3M2Y5C3		A0A0K2MAH5	Z9JSE0		A0A344SAH3	A0A0U0YYE2		A0A9W5S0P7	
A0A3M2ZIS3		A0A0K2MJ96	Z9JW42		A0A345C964	A0A0U1CUF5		A0A9W5SUJ8	
A0A3M2ZUL2		A0A0K2RFQ8			A0A345FNE3	A0A0U1D345		A0A9W5SV78	
A0A3M3BB43		A0A0K2RL33			A0A345FPS7	A0A0U1HTA9		A0A9W5W677	
A0A3M3BBQ4		A0A0K2SJM5			A0A345FU51	A0A0U1KJU8		A0A9W6L6K6	
A0A3M3BNS9		A0A0K3BC68			A0A345FWE4	A0A0U1NLD6		A0A9X0EH00	
A0A3M3BVH1		A0A0K4SV67			A0A345LT99	A0A0U1PVZ5		A0A9X0EY59	
A0A3M3CU16		A0A0K4VV24			A0A347SQU8	A0A0U1PZF4		A0A9X0FGZ5	
A0A3M3DXQ0		A0A0K8PB21			A0A347ST79	A0A0U1QPY3		A0A9X0G1T0	
A0A3M3FF54		A0A0K8PB38			A0A347WIH9	A0A0U2ANX8		A0A9X0G7P9	
A0A3M3FID0		A0A0K8PC47			A0A347WII2	A0A0U2QH51		A0A9X0KCI1	
A0A3M3G7K1		A0A0K8PTW6			A0A347WL20	A0A0U2VS06		A0A9X0LYK9	
A0A3M3GW17		A0A0K9FCJ8			A0A348DFZ2	A0A0U2X915		A0A9X0TL67	
A0A3M3J8W3		A0A0K9G9S6			A0A348DLZ4	A0A0U2Z8N7		A0A9X4L7V0	
A0A3M3LK67		A0A0K9GCJ4			A0A348DLZ7	A0A0U3BKK5		A0A9X5AD42	
A0A3M3RYT9		A0A0K9GR61			A0A348DLZ8	A0A0U3BMG2		A0A9X5AME2	
A0A3M3SA08		A0A0K9GTJ8			A0A348VEY2	A0A0U3BSU5		A0A9X5KSH0	
A0A3M3SZI3		A0A0K9GW72			A0A348VF31	A0A0U3C2C3		A0A9X5KVT8	
A0A3M3X344		A0A0K9H0A1			A0A348VF32	A0A0U3CH19		A0A9X5QJT3	
A0A3M3XDZ4		A0A0K9H226			A0A348VRH6	A0A0U3EKV0		A0A9X5U0Y3	
A0A3M3XWK7		A0A0K9HE36			A0A348W5A2	A0A0U3H3R5		A0A9X5XQT2	
A0A3M3Y514		A0A0K9L7X1			A0A349A5M3	A0A0U3HZY5		A0A9X6P154	
A0A3M3YDS3		A0A0K9XBE7			A0A349DD07	A0A0U3KMU2		A0A9X7JAP2	
A0A3M3YDW1		A0A0K9XD26			A0A349HT32	A0A0U3LQ36		A0A9X7NMQ7	
A0A3M3YJM8		A0A0K9Y2T1			A0A349JU64	A0A0U3LS00		A0A9X7P4J4	
A0A3M3YKY7		A0A0K9YZY7			A0A349JU65	A0A0U3NFS4		A0A9X7T497	
A0A3M3ZDB3		A0A0L0AR54			A0A349S4M0	A0A0U3NR81		A0A9X7Y5Z4	
A0A3M4AQW9		A0A0L0GVU5			A0A350D8P3	A0A0U3Q281		A0A9X8CGE5	
A0A3M4B714		A0A0L0JMN3			A0A350D8P6	A0A0U4B8C0		A0AA35GW24	
A0A3M4CRK3		A0A0L0KNK1			A0A350IYV5	A0A0U4C2X6		A0AA36LP57	
A0A3M4KXI6		A0A0L0LRW9			A0A350Q9D3	A0A0U4FAW1		A0AA36PPC5	
A0A3M4LDS5		A0A0L0LVK8			A0A350W5F8	A0A0U4NY34		A0AA40ITL3	
A0A3M4LP60		A0A0L0QRZ5			A0A350W5K2	A0A0U4Q792		A0AA40J2F2	
A0A3M4PID9		A0A0L0QSB6			A0A350WXE8	A0A0U4Y8Z0		A0AA40JJV6	
A0A3M4Q1U2		A0A0L0QTC5			A0A350Y587	A0A0U5B4B2		A0AA40M5E0	
A0A3M4S376		A0A0L1IJZ6			A0A352A9W9	A0A0U5BB48		A0AA40MFW8	
A0A3M4S3A4		A0A0L1L603			A0A352B247	A0A0U5BMF9		A0AA40PRC1	
A0A3M4SUS5		A0A0L1LEG3			A0A352BNE0	A0A0U5CMK8		A0AA40PYD0	
A0A3M4SV18		A0A0L1LLE5			A0A352NDF0	A0A0U5EZG6		A0AA40R706	
A0A3M4U8A7		A0A0L1MAZ2			A0A352NDF1	A0A0U5F0C6		A0AA40TMN5	
A0A3M4U8E3		A0A0L1MIV6			A0A352P0A1	A0A0U5FI87		A0AA40UYY5	
A0A3M4V3S5		A0A0L6VW30			A0A352P0A2	A0A0U5GNF6		A0AA41RG48	
A0A3M4VMV6		A0A0L6ZX32			A0A352P5M5	A0A0U5J5X0		A0AA85ZPW3	
A0A3M4Y1Y6		A0A0L7B4Q3			A0A352P8M7	A0A0U5NWD5		A0AA86AY45	
A0A3M4ZKZ0		A0A0L7C8L2			A0A352VQ70	A0A0U9H2N5		A0AA86DHZ2	
A0A3M4ZMV5		A0A0L7D398			A0A353BYA8	A0A0U9HCR5		A0AA86E6N1	
A0A3M5AGF6		A0A0L7T7U9			A0A353LVX6	A0A0U9HQ08		A0AA86KUE0	
A0A3M5AM24		A0A0L7TF99			A0A353LVX7	A0A0V0Q2I6		A0AA86YRW8	
A0A3M5BGW9		A0A0L8KWJ6			A0A353MUK7	A0A0V7Z1J4		A0AA86YTT9	
A0A3M5BR75		A0A0L8KXZ5			A0A353MVQ3	A0A0V7Z6W3		A0AA87T5U7	
A0A3M5BTG6		A0A0L8L284			A0A353MVQ5	A0A0V7ZI50		A0AA87T805	
A0A3M5CN45		A0A0L8L9M7			A0A353SRZ7	A0A0V7ZSA6		A0AA88ZLS3	
A0A3M5EJA8		A0A0L8MBL5			A0A354B935	A0A0V7ZZQ8		A0AA89A3U5	
A0A3M5G192		A0A0L8N005			A0A354DNF2	A0A0V8AUH0		A0AA89CUK6	
A0A3M5G1J4		A0A0L8N6S4			A0A354SFF6	A0A0V8BPS7		A0AA89DYE7	
A0A3M5HB86		A0A0L9YC55			A0A355PQJ3	A0A0V8D290		A0AA89EZN5	
A0A3M5JCG7		A0A0L9ZW55			A0A355RXJ6	A0A0V8E441		A0AA89F2Y0	
A0A3M5KFH4		A0A0M0A686			A0A355WBB4	A0A0V8GG48		A0AA89FC47	
A0A3M5KHT5		A0A0M0G0Y4			A0A355YQ70	A0A0V8GI63		A0AA89FSE4	
A0A3M5P3W9		A0A0M0G7S3			A0A355YSB8	A0A0V8HDI2		A0AA89FSP5	
A0A3M5PJ10		A0A0M0GCG6			A0A356D1R1	A0A0V8I0A0		A0AA89HAN9	
A0A3M5T9D7		A0A0M0GNE4			A0A356D5Y7	A0A0V8IV56		A0AA89HLI8	
A0A3M5TDM8		A0A0M0GNW9			A0A356DAL1	A0A0V8IWM1		A0AA89IUF7	
A0A3M5VN28		A0A0M0HJD3			A0A356DAX1	A0A0V8J7H1		A0AA89JKX5	
A0A3M5WHH4		A0A0M0HYZ6			A0A356DU24	A0A0V8Q9Y2		A0AA89JN83	
A0A3M5WJC5		A0A0M0KCB0			A0A356E4J3	A0A0V8RSB0		A0AA89LI39	
A0A3M5XFY9		A0A0M0KEA4			A0A356E5S2	A0A0V8T9L9		A0AA89LTF2	
A0A3M5XIK8		A0A0M0KL15			A0A356GPH1	A0A0V9UJF3		A0AA89LV87	
A0A3M5ZA39		A0A0M0KZM8			A0A356I9X7	A0A0W0H718		A0AA89RTW8	
A0A3M6A7J3		A0A0M0LIM1			A0A356UME0	A0A0W0HD42		A0AA89S7D9	
A0A3M6BU32		A0A0M0LL72			A0A356UP26	A0A0W0HM03		A0AA89ZEB9	
A0A3M6CLK7		A0A0M0LLA4			A0A357BRD0	A0A0W0RSL5		A0AA91E1J9	
A0A3M6DTE4		A0A0M0T071			A0A357M3P8	A0A0W0SNB9		A0AA91E9T6	
A0A3M6EFD1		A0A0M0T1K6			A0A357VJW1	A0A0W0TJD4		A0AA91EA10	
A0A3M6FGS7		A0A0M0W6Z8			A0A357VMQ1	A0A0W0TJK9		A0AA91EA34	
A0A3N0FUV6		A0A0M1IX37			A0A357VNV0	A0A0W0VWQ9		A0AA91ECQ6	
A0A3N1J8I9		A0A0M1J2H0			A0A357Y595	A0A0W0WNV7		A0AA91HZY0	
A0A3N1WNV6		A0A0M1P283			A0A357YBA6	A0A0W0WVY3		A0AA91IP60	
A0A3N2EMB5		A0A0M1P5Y6			A0A358JRL3	A0A0W0X122		A0AA91IP68	
A0A3N2EWN5		A0A0M2EE61			A0A359CA20	A0A0W0XKM9		A0AA91IP83	
A0A3N2QWU9		A0A0M2EYM8			A0A359CN77	A0A0W0XXV3		A0AA91IPB7	
A0A3N2RRH5		A0A0M2F032			A0A363TNH8	A0A0W0Y4N4		A0AA91W2G4	
A0A3N4NI62		A0A0M2F0R1			A0A364K1G6	A0A0W0YE80		A0AA92A8A5	
A0A3N5DQS9		A0A0M2F654			A0A366JRD6	A0A0W0YYL0		A0AA92DCM5	
A0A3N6FQ01		A0A0M2GIG2			A0A366KPB0	A0A0W0YYN5		A0AA94I7V0	
A0A3N6M8A2		A0A0M2GQC7			A0A366U8W3	A0A0W0Z4E3		A0AA94I8E8	
A0A3N6RZW6		A0A0M2JW57			A0A366U8Z5	A0A0W0Z648		A0AA94I9L5	
A0A3N6TMH6		A0A0M2JWS1			A0A366U941	A0A0W0ZKI9		A0AA94IFY2	
A0A3N7C4L1		A0A0M2KDC7			A0A367CGB2	A0A0W1A3D7		A0AA94IG53	
A0A3N7CPD7		A0A0M2P8B3			A0A367FTM7	A0A0W1F6R5		A0AA94IGF8	
A0A3N7DS01		A0A0M2PA96			A0A367G378	A0A0W1JQI0		A0AA94ZCW1	
A0A3N7PZS4		A0A0M2PJT1			A0A367G4Z9	A0A0W1KJG0		A0AA94ZJF6	
A0A3N7RFT3		A0A0M2PPR7			A0A367GCZ2	A0A0W1QK94		A0AA95A0S2	
A0A3N7YYG8		A0A0M2SJN9			A0A368LM36	A0A0W7TUJ9		A0AA95CU99	
A0A3N7ZU86		A0A0M2SV17			A0A368SY59	A0A0W7WDI4		A0NTH1	
A0A3N8AFR6		A0A0M2SYJ3			A0A368UCA6	A0A0W7WEQ7		A0P256	
A0A3N8AUA4		A0A0M2Y3L4			A0A368UHQ3	A0A0W7WSW3		A0P257	
A0A3N8AV33		A0A0M3DCM4			A0A369YM84	A0A0W7WV39		A4MYE7	
A0A3N8AW81		A0A0M3DLW2			A0A369Z2W2	A0A0W7Z1H1		A4MYE9	
A0A3N8B330		A0A0M3QD04			A0A370NF06	A0A0W8HAB6		A4NV58	
A0A3N8DSZ3		A0A0M3QNX0			A0A371IXD8	A0A0W8HDG1		A4NV63	
A0A3N8EHF2		A0A0M3RD63			A0A371J2F5	A0A0W8I3Q7		A4NV64	
A0A3N8GE79		A0A0M3RJH0			A0A372KKF9	A0A0W8I7Z0		A4SMB8	
A0A3N8GNU9		A0A0M4DHA5			A0A372L7J5	A0A0W8IE65		A4SMB9	
A0A3N8HF30		A0A0M4FNS6			A0A372YSV5	A0A0W8JK67		A5KWL7	
A0A3N8JII6		A0A0M4GDX9			A0A373TCI2	A0A0X1S0B1		A5UH09	
A0A3N8KX66		A0A0M4GPJ6			A0A374AST4	A0A0X1T667		A5UH11	
A0A3N8L5G7		A0A0M5JAZ0			A0A374AUD8	A0A0X2NM78		A6CYV3	
A0A3N8PFJ6		A0A0M5JED0			A0A374AV55	A0A0X3AQX8		A6V6L9	
A0A3N8Q7C7		A0A0M6WC50			A0A374AVR9	A0A0X3RZP7		A6V6M1	
A0A3N8R6Y5		A0A0M6WQJ4			A0A374R1F6	A0A0X3SHK4		A8FI52	
A0A3N8SBP1		A0A0M6WX52			A0A374RU28	A0A0X3T9M6		A8FI54	
A0A3N8XDN7		A0A0M8QIB9			A0A374TQD3	A0A0X3TJU5		A8T3V8	
A0A3N8YVQ7		A0A0M8RPT5			A0A374TRT9	A0A0X3TNE6		A9EQW5	
A0A3N9FU49		A0A0M8SFN5			A0A374U776	A0A0X3USU2		A9FNC0	
A0A3N9FWK5		A0A0M8TAR3			A0A374UIE4	A0A0X3VKL2		B7LK94	
A0A3N9G671		A0A0M8UJZ3			A0A374V2K1	A0A0X3VUL1		B7LK95	
A0A3N9GNA2		A0A0M8VCY6			A0A374W261	A0A0X3VUN6		B7LK96	
A0A3N9L3T8		A0A0M8VFP7			A0A374WWN2	A0A0X3W1K3		B7MGG9	
A0A3N9TB91		A0A0M8WKJ7			A0A374WZE1	A0A0X3WXR6		B7MGH0	
A0A3P0MVN4		A0A0M8XD14			A0A376F9X5	A0A0X3XQC6		B7MGH1	
