##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_009911815.1	PRJNA528186	SAMN11175638	1280	1280	Staphylococcus aureus	strain=UP_1522	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/815/GCA_009911815.1_ASM991181v1	2779342	2779342	33.000000	2768	2616
GCA_009912015.1	PRJNA528186	SAMN11175637	1280	1280	Staphylococcus aureus	strain=UP_1500	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/015/GCA_009912015.1_ASM991201v1	2736829	2736829	33.000000	2711	2577
GCA_009912035.1	PRJNA528186	SAMN11175641	1280	1280	Staphylococcus aureus	strain=UP_1572	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/035/GCA_009912035.1_ASM991203v1	2858867	2858867	33.000000	2832	2668
GCA_009912115.1	PRJNA528186	SAMN11175616	1280	1280	Staphylococcus aureus	strain=UP_794	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/115/GCA_009912115.1_ASM991211v1	2760735	2760735	33.000000	2731	2580
GCA_009912195.1	PRJNA528186	SAMN11175630	1280	1280	Staphylococcus aureus	strain=UP_1278	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/195/GCA_009912195.1_ASM991219v1	2825117	2825117	33.000000	2812	2660
GCA_009912335.1	PRJNA528186	SAMN11175631	1280	1280	Staphylococcus aureus	strain=UP_1313	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/335/GCA_009912335.1_ASM991233v1	2734199	2734199	33.000000	2661	2516
GCA_009912435.1	PRJNA528186	SAMN11175635	1280	1280	Staphylococcus aureus	strain=UP_1452	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/435/GCA_009912435.1_ASM991243v1	2949972	2949972	33.000000	2982	2813
GCA_009912535.1	PRJNA528186	SAMN11175626	1280	1280	Staphylococcus aureus	strain=UP_1150	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/535/GCA_009912535.1_ASM991253v1	2790390	2790390	33.000000	2759	2600
GCA_009912635.1	PRJNA528186	SAMN11175607	1280	1280	Staphylococcus aureus	strain=UP_490	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/635/GCA_009912635.1_ASM991263v1	2706366	2706366	33.000000	2658	2499
GCA_009912735.1	PRJNA528186	SAMN11175613	1280	1280	Staphylococcus aureus	strain=UP_678	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/735/GCA_009912735.1_ASM991273v1	2823974	2823974	33.000000	2793	2636
GCA_009912835.1	PRJNA528186	SAMN11175606	1280	1280	Staphylococcus aureus	strain=UP_462	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/835/GCA_009912835.1_ASM991283v1	2848793	2848793	33.000000	2815	2647
GCA_009912935.1	PRJNA528186	SAMN11175609	1280	1280	Staphylococcus aureus	strain=UP_551	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/935/GCA_009912935.1_ASM991293v1	2840057	2840057	33.000000	2806	2651
GCA_009913035.1	PRJNA528186	SAMN11175599	1280	1280	Staphylococcus aureus	strain=UP_274	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/035/GCA_009913035.1_ASM991303v1	2785722	2785722	33.000000	2776	2624
GCA_009913135.1	PRJNA528186	SAMN11175596	1280	1280	Staphylococcus aureus	strain=UP_1525	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/135/GCA_009913135.1_ASM991313v1	2890732	2890732	33.000000	2894	2745
GCA_009857055.1	PRJNA598122	SAMN13698767	1280	1280	Staphylococcus aureus	strain=RJ1267	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/857/055/GCA_009857055.1_ASM985705v1	2901780	2901780	32.500000	2960	2792
GCA_009911835.1	PRJNA528186	SAMN11175644	1280	1280	Staphylococcus aureus	strain=UP_1632	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/835/GCA_009911835.1_ASM991183v1	2806864	2806864	33.000000	2813	2671
GCA_009911855.1	PRJNA528186	SAMN11175634	1280	1280	Staphylococcus aureus	strain=UP_1433	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/855/GCA_009911855.1_ASM991185v1	2771208	2771208	33.000000	2740	2597
GCA_009911895.1	PRJNA528186	SAMN11175621	1280	1280	Staphylococcus aureus	strain=UP_967	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/911/895/GCA_009911895.1_ASM991189v1	2803947	2803947	33.000000	2813	2686
GCA_009912055.1	PRJNA528186	SAMN11175643	1280	1280	Staphylococcus aureus	strain=UP_1612	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/055/GCA_009912055.1_ASM991205v1	2720671	2720671	33.000000	2701	2554
GCA_009912355.1	PRJNA528186	SAMN11175629	1280	1280	Staphylococcus aureus	strain=UP_1239	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/355/GCA_009912355.1_ASM991235v1	2765676	2765676	33.000000	2737	2591
GCA_009912455.1	PRJNA528186	SAMN11175625	1280	1280	Staphylococcus aureus	strain=UP_1108	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/455/GCA_009912455.1_ASM991245v1	2672314	2672314	33.000000	2595	2448
GCA_009912655.1	PRJNA528186	SAMN11175622	1280	1280	Staphylococcus aureus	strain=UP_996	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/655/GCA_009912655.1_ASM991265v1	2758428	2758428	33.000000	2729	2596
GCA_009912755.1	PRJNA528186	SAMN11175608	1280	1280	Staphylococcus aureus	strain=UP_522	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/755/GCA_009912755.1_ASM991275v1	2799474	2799474	33.000000	2819	2663
GCA_009912855.1	PRJNA528186	SAMN11175611	1280	1280	Staphylococcus aureus	strain=UP_620	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/855/GCA_009912855.1_ASM991285v1	2800216	2800216	33.000000	2786	2652
GCA_009912955.1	PRJNA528186	SAMN11175605	1280	1280	Staphylococcus aureus	strain=UP_426	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/955/GCA_009912955.1_ASM991295v1	2842294	2842294	33.000000	2802	2645
GCA_009912975.1	PRJNA528186	SAMN11175587	1280	1280	Staphylococcus aureus	strain=UP_419	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/912/975/GCA_009912975.1_ASM991297v1	2825436	2825436	33.000000	2801	2657
GCA_009913055.1	PRJNA528186	SAMN11175600	1280	1280	Staphylococcus aureus	strain=UP_296	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/055/GCA_009913055.1_ASM991305v1	2819269	2819269	33.000000	2824	2683
GCA_009913075.1	PRJNA528186	SAMN11175601	1280	1280	Staphylococcus aureus	strain=UP_322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/075/GCA_009913075.1_ASM991307v1	2821898	2821898	33.000000	2796	2628
GCA_009913155.1	PRJNA528186	SAMN11175592	1280	1280	Staphylococcus aureus	strain=UP_1322	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/155/GCA_009913155.1_ASM991315v1	2881240	2881240	33.000000	2884	2741
GCA_009913175.1	PRJNA528186	SAMN11175591	1280	1280	Staphylococcus aureus	strain=UP_1106	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/175/GCA_009913175.1_ASM991317v1	2846956	2846956	33.000000	2834	2685
GCA_010669265.1	PRJNA576781	SAMN13008646	1280	1280	Staphylococcus aureus	strain=SR153	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/265/GCA_010669265.1_ASM1066926v1	2940975	2940975	32.500000	2945	2736
GCA_007185035.1	PRJDB8385	SAMD00172962	1280	1280	Staphylococcus aureus	strain=JRA307	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/185/035/GCA_007185035.1_ASM718503v1	2957206	2957206	33.000000	2867	2787
GCA_007410625.1	PRJNA544229	SAMN11823232	1280	1280	Staphylococcus aureus	strain=JKD6004-DR	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/410/625/GCA_007410625.1_ASM741062v1	2938218	2938218	33.000000	3019	2838
GCA_007726325.1	PRJNA555718	SAMN12353688	1280	1280	Staphylococcus aureus	strain=B3-14B	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/726/325/GCA_007726325.1_ASM772632v1	2889880	2889880	33.000000	2965	2781
GCA_007726525.1	PRJNA555718	SAMN12359201	1280	1280	Staphylococcus aureus	strain=B4-59C	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/726/525/GCA_007726525.1_ASM772652v1	2800180	2800180	33.000000	2834	2659
GCA_007726495.1	PRJNA555718	SAMN12353686	1280	1280	Staphylococcus aureus	strain=B2-15A	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/726/495/GCA_007726495.1_ASM772649v1	2825298	2825298	33.000000	2871	2701
GCA_007726565.1	PRJNA555718	SAMN12359200	1280	1280	Staphylococcus aureus	strain=B3-17D	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/726/565/GCA_007726565.1_ASM772656v1	2860650	2860650	33.000000	2920	2746
GCA_007826355.1	PRJNA548666	SAMN12046023	1280	1280	Staphylococcus aureus	strain=NP66	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/826/355/GCA_007826355.1_ASM782635v1	2752396	2752396	33.000000	2785	2625
GCA_007954445.1	PRJNA544229	SAMN12476135	1280	1280	Staphylococcus aureus	strain=BSN9S	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/445/GCA_007954445.1_ASM795444v1	2868644	2868644	32.500000	2937	2782
GCA_007998145.1	PRJNA558859	SAMN12500844	1280	1280	Staphylococcus aureus	strain=X22	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/145/GCA_007998145.1_ASM799814v1	2903323	2903323	33.000000	0	0
GCA_008244745.1	PRJNA527676	SAMN11157690	1280	1280	Staphylococcus aureus	strain=NRS384-rpoB-H481N-SCV	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/244/745/GCA_008244745.1_ASM824474v1	2886593	2886593	33.000000	2965	2814
GCA_008244725.1	PRJNA527676	SAMN11157607	1280	1280	Staphylococcus aureus	strain=NRS384-rpoB-H481N-NCV	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/244/725/GCA_008244725.1_ASM824472v1	2886593	2886593	33.000000	2965	2815
GCA_008244705.1	PRJNA527676	SAMN11157689	1280	1280	Staphylococcus aureus	strain=NRS384	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/244/705/GCA_008244705.1_ASM824470v1	2886593	2886593	33.000000	2965	2815
GCA_008329865.1	PRJNA278886	SAMN09882578	1280	1280	Staphylococcus aureus	strain=CFSAN082782	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/865/GCA_008329865.1_ASM832986v1	2893410	2893410	32.500000	3051	2884
GCA_008330045.1	PRJNA533010	SAMN11431687	1280	1280	Staphylococcus aureus	strain=VGC1	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/045/GCA_008330045.1_ASM833004v1	2889504	2889504	33.000000	2963	2788
GCA_008370815.1	PRJNA555368	SAMN12325110	1280	1280	Staphylococcus aureus	strain=16445	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/370/815/GCA_008370815.1_ASM837081v1	2981204	2981204	33.000000	3115	2944
GCA_008329885.1	PRJNA278886	SAMN09882579	1280	1280	Staphylococcus aureus	strain=CFSAN082781	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/885/GCA_008329885.1_ASM832988v1	2893422	2893422	32.500000	3051	2884
GCA_008330585.1	PRJNA278886	SAMN09882580	1280	1280	Staphylococcus aureus	strain=CFSAN082783	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/330/585/GCA_008330585.1_ASM833058v1	2808051	2808051	33.000000	2903	2710
GCA_008619415.1	PRJDB8599	SAMD00180472	1280	1280	Staphylococcus aureus	strain=KUH140046	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/619/415/GCA_008619415.1_ASM861941v1	2859431	2859431	32.500000	2708	2628
GCA_008619595.1	PRJDB8599	SAMD00180473	1280	1280	Staphylococcus aureus	strain=KUH140087	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/619/595/GCA_008619595.1_ASM861959v1	2761631	2761631	32.500000	2592	2511
GCA_008693765.1	PRJNA231221	SAMN11056375	1280	1280	Staphylococcus aureus	strain=FDAARGOS_660	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/765/GCA_008693765.1_ASM869376v1	2870812	2870812	33.000000	2897	2711
GCA_008619235.1	PRJDB8599	SAMD00180471	1280	1280	Staphylococcus aureus	strain=KUH140013	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/619/235/GCA_008619235.1_ASM861923v1	2837394	2837394	32.500000	2687	2605
GCA_008619795.1	PRJDB8599	SAMD00180474	1280	1280	Staphylococcus aureus	strain=KUH140331	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/619/795/GCA_008619795.1_ASM861979v1	2754388	2754388	33.000000	2597	2516
GCA_008620055.1	PRJDB8599	SAMD00180476	1280	1280	Staphylococcus aureus	strain=KUH180062	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/620/055/GCA_008620055.1_ASM862005v1	2969682	2969682	33.000000	2835	2759
GCA_008620175.1	PRJDB8599	SAMD00180477	1280	1280	Staphylococcus aureus	strain=KUH180129	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/620/175/GCA_008620175.1_ASM862017v1	2897282	2897282	33.000000	2784	2706
GCA_008934115.1	PRJNA470993	SAMN09483950	1280	1280	Staphylococcus aureus	strain=ER01518.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/115/GCA_008934115.1_ASM893411v1	2856046	2856046	33.000000	2974	2797
GCA_008934195.1	PRJNA470993	SAMN09484068	1280	1280	Staphylococcus aureus	strain=ER04436.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/195/GCA_008934195.1_ASM893419v1	2820955	2820955	33.000000	2889	2704
GCA_008934295.1	PRJNA470993	SAMN09483974	1280	1280	Staphylococcus aureus	strain=ER02243.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/295/GCA_008934295.1_ASM893429v1	2889095	2889095	33.000000	2995	2820
GCA_008934435.1	PRJNA470993	SAMN09483990	1280	1280	Staphylococcus aureus	strain=ER02836.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/435/GCA_008934435.1_ASM893443v1	2965519	2965519	33.000000	3133	2939
GCA_008934535.1	PRJNA470993	SAMN09484043	1280	1280	Staphylococcus aureus	strain=ER04115.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/535/GCA_008934535.1_ASM893453v1	2993170	2993170	33.000000	3152	2968
GCA_008934635.1	PRJNA470993	SAMN09484020	1280	1280	Staphylococcus aureus	strain=ER03760.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/635/GCA_008934635.1_ASM893463v1	2993175	2993175	33.000000	3153	2971
GCA_008934715.1	PRJNA470993	SAMN09484038	1280	1280	Staphylococcus aureus	strain=ER04041.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/715/GCA_008934715.1_ASM893471v1	2950446	2950446	33.000000	3129	2953
GCA_008934815.1	PRJNA470993	SAMN09484053	1280	1280	Staphylococcus aureus	strain=ER04219.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/815/GCA_008934815.1_ASM893481v1	2935214	2935214	33.000000	3103	2933
GCA_008934835.1	PRJNA470993	SAMN09484073	1280	1280	Staphylococcus aureus	strain=ER04567.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/835/GCA_008934835.1_ASM893483v1	2865586	2865586	33.000000	3028	2873
GCA_008934915.1	PRJNA470993	SAMN09483946	1280	1280	Staphylococcus aureus	strain=ER01425.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/915/GCA_008934915.1_ASM893491v1	2863483	2863483	33.000000	2995	2826
GCA_008934935.1	PRJNA470993	SAMN09483938	1280	1280	Staphylococcus aureus	strain=ER01062.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/934/935/GCA_008934935.1_ASM893493v1	2992301	2992301	33.000000	3161	2966
GCA_008935015.1	PRJNA470993	SAMN09483958	1280	1280	Staphylococcus aureus	strain=ER01719.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/015/GCA_008935015.1_ASM893501v1	2911446	2911446	33.000000	3055	2870
GCA_008935035.1	PRJNA470993	SAMN09483964	1280	1280	Staphylococcus aureus	strain=ER01836.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/035/GCA_008935035.1_ASM893503v1	2951028	2951028	33.000000	3130	2962
GCA_008935115.1	PRJNA470993	SAMN09483997	1280	1280	Staphylococcus aureus	strain=ER02988.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/115/GCA_008935115.1_ASM893511v1	2828341	2828341	33.000000	2977	2813
GCA_008935135.1	PRJNA470993	SAMN09484056	1280	1280	Staphylococcus aureus	strain=ER04242.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/135/GCA_008935135.1_ASM893513v1	2949993	2949993	33.000000	3102	2923
GCA_008935235.1	PRJNA470993	SAMN09483968	1280	1280	Staphylococcus aureus	strain=ER01935.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/235/GCA_008935235.1_ASM893523v1	2895595	2895595	33.000000	3037	2868
GCA_008935335.1	PRJNA470993	SAMN09484050	1280	1280	Staphylococcus aureus	strain=ER04166.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/335/GCA_008935335.1_ASM893533v1	2816615	2816615	33.000000	2908	2721
GCA_008935435.1	PRJNA470993	SAMN09484054	1280	1280	Staphylococcus aureus	strain=ER04225.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/435/GCA_008935435.1_ASM893543v1	2935255	2935255	33.000000	3095	2884
GCA_008935535.1	PRJNA470993	SAMN09483930	1280	1280	Staphylococcus aureus	strain=ER00767.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/535/GCA_008935535.1_ASM893553v1	2797876	2797876	33.000000	2896	2727
GCA_008935635.1	PRJNA470993	SAMN09483998	1280	1280	Staphylococcus aureus	strain=ER02989.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/635/GCA_008935635.1_ASM893563v1	2946694	2946694	33.000000	3079	2901
GCA_008935735.1	PRJNA470993	SAMN09483947	1280	1280	Staphylococcus aureus	strain=ER01454.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/735/GCA_008935735.1_ASM893573v1	2904254	2904254	33.000000	3035	2854
GCA_008935815.1	PRJNA470993	SAMN09484049	1280	1280	Staphylococcus aureus	strain=ER04165.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/815/GCA_008935815.1_ASM893581v1	2993372	2993372	33.000000	3154	2970
GCA_008935895.1	PRJNA470993	SAMN09483993	1280	1280	Staphylococcus aureus	strain=ER02919.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/895/GCA_008935895.1_ASM893589v1	2888881	2888881	33.000000	3031	2839
GCA_008935995.1	PRJNA470993	SAMN09484016	1280	1280	Staphylococcus aureus	strain=ER03737.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/935/995/GCA_008935995.1_ASM893599v1	2857621	2857621	33.000000	2979	2800
GCA_008936015.1	PRJNA470993	SAMN09484069	1280	1280	Staphylococcus aureus	strain=ER04440.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/015/GCA_008936015.1_ASM893601v1	2993350	2993350	33.000000	3154	2969
GCA_008936095.1	PRJNA470993	SAMN09483952	1280	1280	Staphylococcus aureus	strain=ER01532.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/095/GCA_008936095.1_ASM893609v1	2942686	2942686	32.500000	3104	2934
GCA_008936115.1	PRJNA470993	SAMN09483973	1280	1280	Staphylococcus aureus	strain=ER02217.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/115/GCA_008936115.1_ASM893611v1	2941665	2941665	33.000000	3114	2946
GCA_008936195.1	PRJNA470993	SAMN09484002	1280	1280	Staphylococcus aureus	strain=ER03298.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/195/GCA_008936195.1_ASM893619v1	2903947	2903947	33.000000	3052	2878
GCA_008936215.1	PRJNA470993	SAMN09484006	1280	1280	Staphylococcus aureus	strain=ER03448.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/215/GCA_008936215.1_ASM893621v1	2944987	2944987	33.000000	3123	2934
GCA_008936295.1	PRJNA470993	SAMN09484025	1280	1280	Staphylococcus aureus	strain=ER03809.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/295/GCA_008936295.1_ASM893629v1	2904717	2904717	33.000000	3056	2886
GCA_008936315.1	PRJNA470993	SAMN09483980	1280	1280	Staphylococcus aureus	strain=ER02524.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/315/GCA_008936315.1_ASM893631v1	2897166	2897166	33.000000	3045	2885
GCA_008936415.1	PRJNA470993	SAMN09483948	1280	1280	Staphylococcus aureus	strain=ER01457.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/415/GCA_008936415.1_ASM893641v1	2938199	2938199	32.500000	3094	2929
GCA_008936515.1	PRJNA470993	SAMN09484031	1280	1280	Staphylococcus aureus	strain=ER03928.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/515/GCA_008936515.1_ASM893651v1	2940371	2940371	33.000000	3110	2945
GCA_008936615.1	PRJNA470993	SAMN09483924	1280	1280	Staphylococcus aureus	strain=ER00594.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/615/GCA_008936615.1_ASM893661v1	2914519	2914519	33.000000	3069	2899
GCA_008936715.1	PRJNA470993	SAMN09483983	1280	1280	Staphylococcus aureus	strain=ER02612.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/715/GCA_008936715.1_ASM893671v1	2888942	2888942	33.000000	3027	2859
GCA_008936815.1	PRJNA470993	SAMN09483979	1280	1280	Staphylococcus aureus	strain=ER02495.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/815/GCA_008936815.1_ASM893681v1	2897165	2897165	33.000000	3045	2885
GCA_008936915.1	PRJNA470993	SAMN09484013	1280	1280	Staphylococcus aureus	strain=ER03710.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/936/915/GCA_008936915.1_ASM893691v1	2798676	2798676	33.000000	2907	2744
GCA_008937295.1	PRJNA470993	SAMN09484011	1280	1280	Staphylococcus aureus	strain=ER03556.3	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/937/295/GCA_008937295.1_ASM893729v1	2990874	2990874	33.000000	3148	2959
